 Business_Name ,Address,City,Zip,Instant_Sales,Online_Sales,Total,total income,avg income
PAPA NICKS PIZZA,11534 CLIFTON BLVD,CLEVELAND,44102,400,15193,15593,,
AMPOL CLUB,4737 PEARL RD,CLEVELAND,44109,0,15552.5,15552.5,,
RITE AID #7879,5455 RIDGE RD,PARMA,44129,14937,453,15390,,
LA PLAZA SUPERMARKET,13609 LAKEWOOD HTS BLVD,LAKEWOOD,44107,13191,2080,15271,,
MARTINS CORNER DELI,20505 DETROIT RD.,ROCKY RIVER,44116,7528,7567,15095,,
PARMA LICENSE BUREAU,12000 SNOW RD STE 12,PARMA,44130,13560,1399.5,14959.5,,
RITE AID #4278,16207 DETROIT AVE,LAKEWOOD,44107,13170,1768,14938,,
HILLSIDE AND 21 SUNOCO,7099 BRECKSVILLE RD,INDEPENDENCE,44131,5704,9148,14852,,
RITE AID #4788,7109 HARVARD AVE,CLEVELAND,44105,11414,3072,14486,,
EUCLID C0STORE,25451 EUCLID AVE,EUCLID,44117,5889,8561.5,14450.5,,
JACKS TAVERN,78 NORTHFIELD RD,BEDFORD,44146,0,14242,14242,,
O'MALLEY'S RESTAURANT & LOUNGE,16161 BROOKPARK RD,BROOK PARK,44142,0,13945,13945,,
CLEVELAND INDIANS BASEBALL CO,2401 ONTARIO ST,CLEVELAND,44115,8075,5721,13796,,
FRAGAPANE BAKERIES,650 DOVER CENTER RD,BAY VILLAGE,44140,7222,6504.5,13726.5,,
ROCK CITY TAP HOUSE,5324 STATE RD,PARMA,44134,2685,10623,13308,,
21 LOUNGE,2123 E 2ND ST,CLEVELAND,44115,0,13208,13208,,
SPIRITS OF 56,"5881 MAYFIELD RD, REAR",MAYFIELD HEIGHTS,44124,1109,12058,13167,,
RITE AID #3131,20405 CHAGRIN BLVD,SHAKER HEIGHTS,44122,9508,3508,13016,,
RITE AID #3157,3402 CLARK AVE,CLEVELAND,44109,10813,2011,12824,,
UNCLE JOE'S BAR & GRILL,6211 W 130TH ST,PARMA HTS,44130,0,12782.5,12782.5,,
RITE AID #7939,1233 SOM CENTER RD,MAYFIELD HEIGHTS,44124,10045,2645,12690,,
THE FINE WINE AND TOBACCO,26179 DETROIT RD,WESTLAKE,44145,4830,7804,12634,,
RITE AID #3041,28600 CHAGRIN BLVD,BEACHWOOD,44122,6142,6479,12621,,
WEST MINI MART,3892 W 130TH ST,CLEVELAND,44111,11889,0,11889,,
ACE HARDWARE MIDDLEBURG HEIGHTS,15250 BAGLEY RD,MIDDLEBURG HEIGHTS,44130,3518,8052,11570,,
EZ DELI,7903 SUPERIOR AVE,CLEVELAND,44103,7836,3209.5,11045.5,,
GOODIE SHOP,12312014 REXFORD ,CLEVELAND,44105,1023,9933,10956,,
IGGYS,13405 MADISON AVE,LAKEWOOD,44107,0,10768,10768,,
SWEET BASIL NEAPOLITAN STYLE PIZZER,26235 CENTER RIDGE RD,WESTLAKE,44145,0,10594,10594,,
LAKEWOOD ELKS LODGE #1350,24350 CENTER RIDGE RD,WESTLAKE,44145,0,10497,10497,,
STRONGSVILLE CAFE,13600 PEARL RD,STRONGSVILLE,44136,0,10454,10454,,
Z  BEVERAGE & SOUTH ASIAN GROCERIE,13712 LORAIN AVE,CLEVELAND,44111,7100,2722,9822,,
EUCLID CONVENIENT EXPRESS,15848 EUCLID AVE,EAST CLEVELAND,44112,700,8867,9567,,
GEHAD MARKET,3830 E 116 ST,CLEVELAND,44105,0,9082.5,9082.5,,
BP CHESTER,2701 CHESTER AVE,CLEVELAND,44114,450,8378.5,8828.5,,
THE OUTLET STORE,12029 LORAIN AVE,CLEVELAND,44111,4397,4346.5,8743.5,,
RUBYS DELI,938 E 123RD ST,CLEVELAND,44108,400,8310.5,8710.5,,
BYOU BAR AND GRILL,2573 NOBLE RD,CLEVELAND HEIGHTS,44121,4139,4393.5,8532.5,,
SUNOCO #7760,10037 BROADVIEW RD,BROADVIEW HEIGHTS,44147,5228,3192,8420,,
SHOP RITE SUPERMARKET,4606 W 130TH ST,CLEVELAND,44135,1050,7195,8245,,
MARTINS BAY DELI,328 BASSETT RD,BAY VILLAGE,44140,4311,3803,8114,,
YOUR PLACE & MINE,3376 E 55TH ST,CLEVELAND,44127,0,7823,7823,,
C0TOWN GRILL & BAR,1003 W ROYALTON RD,BROADVIEW HEIGHTS,44147,0,7780,7780,,
CORNER BEVERAGE,923 E 222ND ST,EUCLID,44123,3292,4314,7606,,
BP OIL 102W,10202 LORAIN AVE,CLEVELAND,44111,1350,5916,7266,,
SEVEN HILLS TAVERN,7265 BROADVIEW RD,SEVEN HILLS,44131,0,7198,7198,,
NORTH ROYALTON  LICENSE BUREAU,12771 STATE RD,NORTH ROYALTON,44133,6367,727,7094,,
JOHNNIES SOUTH OF THE BORDER,5803 OUTWAITE AVE,CLEVELAND,44104,0,6740,6740,,
SOUTH EUCLID PAWN,4177 MAYFIELD RD,SOUTH EUCLID,44121,1988,4702.5,6690.5,,
SUNOCO #7759,2000 EDGERTON RD,BROADVIEW HEIGHTS,44147,3588,2820,6408,,
MIKE THE HATTER,7976 BROADVIEW RD,BROADVIEW HEIGHTS,44147,0,6310.5,6310.5,,
BUCKEYE SUPERMARKET,2892 E 116TH ST,CLEVELAND,44120,3744,2527,6271,,
SUNOCO HANINI,9796 COLUMBIA RD,OLMSTED FALLS,44138,5926,272,6198,,
GET GO #3831,14206 DETROIT AVE,LAKEWOOD,44107,5013,628,5641,,
BOB'S VILLAGER ,18000 ALEXANDER RD,WALTON HILLS,44146,0,5387,5387,,
K MART #3278,12501 ROCKSIDE RD,GARFIELD HEIGHTS,44125,3350,1239,4589,,
DISCOUNT BEVERAGE,13570 EUCLID AVE,EAST CLEVELAND,44112,2554,2012,4566,,
MILES MINI MART,11334 MILES,CLEVELAND,44105,373,4931.5,4558.5,,
WING WAREHOUSE,28 PARK ST,BEREA,44017,0,4463,4463,,
VICTORY LAP CAFE,6422 STORER AVE,CLEVELAND,44102,646,3680,4326,,
DELSANGRO'S RISTORANTE & LOUNGE,13450 SNOW RD,BROOK PARK,44142,0,4247,4247,,
BP OIL 140W,14008 LORAIN AVE,CLEVELAND,44111,0,4026.5,4026.5,,
M LANG EXECUTIVE ATTIRE & LOUNGE,1275 EUCLID AVE,CLEVELAND,44115,0,3857,3857,,
MANNY QUICK STOP,127 WEST ST,BEREA,44017,1000,2643,3643,,
SMOKE ZONE II,13034 LORAIN AVE,CLEVELAND,44111,1350,1809,3159,,
PARKWOOD SHORE,758 E 222 ND ST,EUCLID,44123,1668,1317.5,2985.5,,
STACKERS BAR & GRILLE,23098 EMERY RD,WARRENSVILLE HEIGHTS,44128,0,2819,2819,,
USA CONVENIENT HARVARD,14302 HARVARD AVE,CLEVELAND,44128,0,2361.5,2361.5,,
ROUND TABLE DELI,8598 GARFIELD BLVD,GARFIELD HEIGHTS,44125,1612,647,2259,,
GIANT EAGLE MARKET DISTRICT #228, 34310 AURORA RD,SOLON,44139,0,2215,2215,,
FAMILY CORNER STORE,10202 SOPHIA  AVE,CLEVELAND,44104,0,2111.5,2111.5,,
JASMINE BAKERY,16700 LORAIN AVE,CLEVELAND,44111,442,2289.5,1847.5,,
FRESH MARKET ,4506 LORAIN RD,CLEVELAND,44102,0,1550,1550,,
NEW SIRRAH HOUSE,4170 LEE RD,CLEVELAND,44128,0,1531,1531,,
PITALICIOUS,815 W SUPERIOR AVE ,CLEVELAND,44114,672,625,1297,,
JOHNS DELI,277 NORTHFIELD RD,BEDFORD,44146,0,1188.5,1188.5,,
DAWN'S MARKET AND DELI,6710 ST CLAIR AVE,CLEVELAND,44103,976,0,976,,
SAVE MORE MART,4380 STATE RD,CLEVELAND,44109,0,613,613,,
PADDY ROCK SUPER PUB,16700 A LORAIN AVE,CLEVELAND,44111,0,473.5,473.5,,
TIMKOS TAVERN,89 NORTHFIELD RD,BEDFORD,44146,0,318,318,,
MILES GROUP LLC,17707 MILES AVE,WARRENSVILLE HEIGHTS,44128,58,0,58,,
JAYSON'S DELI,9901 LORETTA  AVE,CLEVELAND,44102,0,0,0,,
DOLCE WRAPS MEDITERRANEAN,13000 ROYALTON RD,NORTH ROYALTON,44133,0,0,0,,
SAVANNAH BAR & GRILLE,30676 DETROIT AVE,WESTLAKE,44145,0,0,0,,
